"","CustomerID","recency","frequency","monetary"
"51",17949,22.2180555555556,52,52750.84
"52",17530,22.2208333333333,10,2385
"53",15156,22.2347222222222,3,961.49
"54",16401,22.2395833333333,20,4061.24
"55",17675,22.2479166666667,41,20098.1
"56",17144,22.2520833333333,2,984.57
"57",16794,22.2541666666667,12,1201.51
"58",15208,22.275,6,867.62
"59",17405,22.2833333333333,5,967.22
"60",13026,22.2930555555556,8,936.15
"61",13536,22.3069444444444,7,3448.29
"62",12955,22.3131944444444,14,4734.26
"63",14621,22.3180555555556,6,1765.76
"64",17491,22.3208333333333,11,3541.92
"65",14911,22.3375,248,132572.62
"66",13798,22.3395833333333,63,36351.42
"67",13471,22.3444444444444,4,2531.58
"68",16322,22.3465277777778,2,326.75
"69",13404,22.3493055555556,2,252.49
"70",13890,22.35,14,1860.86
"71",14796,22.3534722222222,27,7839.51
"72",17757,22.3534722222222,31,5585.49
"73",16688,22.3583333333333,4,1260.86
"74",15898,22.3590277777778,6,1384.68
"75",16358,22.36875,5,2024.95
"76",15484,22.3729166666667,5,3563.11
"77",17451,22.3736111111111,10,1648.95
"78",13013,22.3743055555556,15,4786.99
"79",14569,22.3763888888889,1,227.39
"80",13269,22.3798611111111,17,5315.92
"81",16833,22.3895833333333,4,1106.53
"82",14730,22.3895833333333,8,2005.06
"83",14415,22.3902777777778,18,5811.56
"84",17554,22.40625,5,1952.45
"85",13098,22.4069444444444,41,28658.88
"86",12476,22.4111111111111,20,6546.58
"87",13263,22.4173611111111,35,7454.07
"88",13521,22.4236111111111,3,1093.65
"89",13680,22.4256944444444,5,2202.31
"90",13510,22.4263888888889,5,1785.16
"91",14653,22.4270833333333,7,1947.55
"92",17644,22.4284722222222,17,2768.98
"93",14056,22.4333333333333,29,8124.4
"94",17528,22.4395833333333,11,3540.1
"95",17243,22.4402777777778,30,8628.55
"96",17668,22.4409722222222,2,347.75
"97",15189,22.4430555555556,53,15802.14
"98",16892,22.4458333333333,7,496.84
"99",13081,22.4493055555556,21,27964.48
"100",13298,22.4506944444444,1,360
"101",17673,22.4541666666667,7,1622.22
"102",15399,22.4555555555556,3,815.77
"103",13860,22.4604166666667,6,1240
"104",16933,22.4625,5,530.08
"105",13102,22.4638888888889,27,6336.29
"106",13954,22.4652777777778,3,378.59
"107",14138,22.4694444444444,2,982.38
"108",14719,22.4701388888889,6,1592.18
"109",16210,22.475,18,21086.3
"110",17522,22.4784722222222,5,1070.71
"111",17436,22.4791666666667,2,216.3
"112",13314,22.4798611111111,4,578.66
"113",17830,22.4805555555556,3,398.7
"114",14698,22.4819444444444,5,1250.76
"115",14646,22.4916666666667,77,279489.02
"116",16161,22.4930555555556,26,5352.97
"117",17841,22.4951388888889,169,40340.78
"118",15214,22.4951388888889,8,1661.44
"119",15159,22.4965277777778,34,18573.68
"120",15877,22.5020833333333,3,440.78
"121",15187,22.5027777777778,18,4670.08
"122",14217,22.5048611111111,24,1925.36
"123",14442,22.5048611111111,5,1544.62
"124",18223,22.50625,27,6315.23
"125",12523,22.5097222222222,13,1745.57
"126",16442,22.5118055555556,3,616.79
"127",14135,22.5152777777778,15,4690.31
"128",18109,22.5166666666667,31,7925.32
"129",13394,22.5166666666667,10,2312.8
"130",12437,22.5173611111111,19,4896.66
"131",12621,22.5243055555556,23,13612.07
"132",16891,22.53125,5,809.7
"133",18210,22.5402777777778,6,2621.38
"134",14129,22.5402777777778,5,1123.86
"135",15453,22.5423611111111,7,1388.37
"136",15520,22.5430555555556,1,343.5
"137",15443,22.5555555555556,8,3212.16
"138",13468,22.55625,41,5656.75
"139",15950,22.5597222222222,5,1705.26
"140",13436,22.5604166666667,1,196.89
"141",14291,22.5652777777778,12,3873.3
"142",12358,22.5652777777778,2,1168.06
"143",12558,22.5736111111111,2,0
"144",16019,22.5791666666667,10,3450.24
"145",17677,22.5861111111111,43,16219.22
"146",17631,22.5923611111111,3,528.33
"147",14520,22.5930555555556,2,270.6
"148",15237,22.5930555555556,4,1412.32
"149",17856,22.5972222222222,6,1393.79
"150",13924,22.5979166666667,11,1682.08
"151",14191,22.6090277777778,14,4660.01
"152",16523,22.6208333333333,28,9295.67
"153",13408,22.6215277777778,81,27487.41
"154",14251,22.6444444444444,5,2879.7
"155",12935,23.2743055555556,8,2156.45
"156",15298,23.2798611111111,14,3774.1
"157",15883,23.2881944444444,2,396.48
"158",17097,23.2881944444444,9,937.92
"159",17449,23.2944444444444,8,2504.86
"160",17735,23.3006944444444,19,13110.02
"161",13756,23.3027777777778,15,5145.12
"162",16672,23.3131944444444,23,8093.59
"163",12569,23.3166666666667,35,4064.99
"164",12783,23.3361111111111,8,1603.87
"165",14189,23.3368055555556,24,4604.31
"166",12347,23.3388888888889,7,4310
"167",12471,23.3451388888889,49,18740.92
"168",15525,23.3479166666667,4,811.02
"169",14032,23.3590277777778,18,2929.84
"170",13769,23.3694444444444,16,2771.87
"171",16525,23.3701388888889,29,11895.57
"172",17870,23.3701388888889,13,1889.4
"173",12615,23.3736111111111,4,2291.19
"174",13767,23.375,52,16945.71
"175",16779,23.3791666666667,28,10454.05
"176",13534,23.3805555555556,43,5613.08
"177",15701,23.3895833333333,4,1542.14
"178",12747,23.3930555555556,11,4196.01
"179",14395,23.3930555555556,12,3471.91
"180",14739,23.3944444444444,8,3899.1
"181",15471,23.4083333333333,1,469.48
"182",17266,23.4083333333333,3,310.64
"183",12462,23.4152777777778,4,1124.01
"184",16426,23.4159722222222,10,1908.25
"185",17602,23.4215277777778,8,5050.77
"186",14085,23.4263888888889,19,4435.79
"187",14204,23.4319444444444,1,161.03
"188",14132,23.4340277777778,12,3580.13
"189",13870,23.4423611111111,10,2751.25
"190",12950,23.4465277777778,3,1843
"191",18273,23.4472222222222,3,204
"192",17434,23.4472222222222,9,2333.42
"193",18092,23.4486111111111,12,9065.76
"194",16368,23.45,2,497.43
"195",17590,23.4618055555556,3,1479.22
"196",14904,23.4618055555556,2,1025.44
"197",16393,23.4645833333333,20,2941.05
"198",18237,23.4659722222222,5,987.1
"199",12785,23.4680555555556,2,305.71
"200",16271,23.46875,6,1423.29
"201",18272,23.4701388888889,7,3064.78
"202",14087,23.4715277777778,2,181.67
"203",13109,23.4736111111111,5,766.84
"204",15750,23.4763888888889,9,2451.23
"205",12839,23.4770833333333,16,5583.62
"206",15136,23.4819444444444,5,1282.45
"207",17042,23.4819444444444,5,1044.38
"208",17232,23.4854166666667,2,421.52
"209",15195,23.4861111111111,1,3861
"210",14534,23.4868055555556,25,4075.35
"211",14527,23.4868055555556,86,7711.38
"212",16000,23.4881944444444,3,12393.7
"213",16678,23.4881944444444,17,3013.83
"214",15984,23.4888888888889,11,2816.97
"215",13668,23.4902777777778,29,6216.07
"216",17835,23.5083333333333,3,350.64
"217",18219,23.5118055555556,11,2019.77
"218",13685,23.5131944444444,7,3119.44
"219",17412,23.5166666666667,7,1258.06
"220",17238,23.5173611111111,17,3744.65
"221",15568,23.5229166666667,3,758.29
"222",12375,23.5229166666667,3,455.42
"223",16191,23.5236111111111,25,4913.32
"224",13882,23.5305555555556,6,1131.28
"225",13267,23.5333333333333,27,4404.44
"226",15969,23.5375,4,582.9
"227",16817,23.5395833333333,13,1446.95
"228",17049,23.55,11,5594.78
"229",17091,23.5534722222222,10,3802.81
"230",12826,23.5659722222222,8,1468.12
"231",14769,23.5666666666667,10,10641.6
"232",17511,23.575,46,88125.38
"233",14794,23.5756944444444,9,1272.11
"234",13743,23.5770833333333,8,1340.15
"235",14910,23.5791666666667,7,389.86
"236",14141,23.5881944444444,6,879.03
"237",13949,23.6006944444444,6,2427.32
"238",16458,23.6013888888889,18,3482.74
"239",17017,23.6027777777778,27,8574.11
"240",13014,23.6083333333333,16,3365.43
"241",17503,23.6125,2,558.96
"242",16971,23.6145833333333,2,232.21
"243",13089,23.6236111111111,118,57385.88
"244",12912,23.6284722222222,5,1662.3
"245",12828,23.6354166666667,6,1018.71
"246",16539,23.6381944444444,4,1388.81
"247",14708,23.6520833333333,4,1096.67
"248",12583,23.6618055555556,18,7187.34
"249",12720,23.6645833333333,29,5713.28
"250",17883,24.2576388888889,4,671.77
"251",16987,24.2736111111111,7,1625.05
"252",15023,24.2756944444444,12,6763.16
"253",14578,24.2791666666667,1,168.63
"254",13323,24.2833333333333,5,787.85
"255",14282,24.2888888888889,15,3729.34
"256",12709,24.3041666666667,26,9294.1
"257",18154,24.3048611111111,2,399.19
"258",12650,24.3097222222222,1,314.44
"259",16711,24.3111111111111,5,1651.03
"260",17861,24.31875,9,2059.2
"261",16201,24.3319444444444,5,1821.52
"262",17730,24.3451388888889,15,5288.83
"263",12362,24.3472222222222,13,5154.58
"264",16569,24.3527777777778,1,124.2
"265",12989,24.3555555555556,19,6854.51
"266",14293,24.3631944444444,4,1046.56
"267",12820,24.3666666666667,4,942.34
"268",15194,24.3680555555556,22,7521.17
"269",14298,24.3722222222222,45,50862.44
"270",15814,24.3743055555556,6,1842.73
"271",16076,24.3756944444444,11,2173.53
"272",15622,24.3770833333333,16,3224.53
"273",14216,24.3777777777778,4,1839.3
"274",12417,24.3805555555556,12,3578.8
"275",16554,24.3805555555556,7,641.55
"276",15822,24.3819444444444,2,885.47
"277",14868,24.3826388888889,9,2939.64
"278",14572,24.3888888888889,10,2803.69
"279",17119,24.3888888888889,3,593.61
"280",16016,24.3923611111111,10,1483.31
"281",14673,24.3951388888889,5,1736.4
"282",12442,24.4013888888889,1,172.06
"283",12967,24.4034722222222,4,1194.75
"284",14907,24.4069444444444,10,3478.85
"285",16143,24.4076388888889,7,2419.84
"286",16571,24.4118055555556,5,1285.22
"287",13362,24.41875,5,3085.49
"288",17705,24.4270833333333,10,1781.12
"289",14871,24.4291666666667,4,522.38
"290",17857,24.4298611111111,25,26763.34
"291",14503,24.4375,6,3543.26
"292",13225,24.4381944444444,8,6083.04
"293",18225,24.4395833333333,17,5361.02
"294",16495,24.4444444444444,3,684.41
"295",13507,24.4493055555556,4,2479.16
"296",13104,24.4513888888889,6,1098.48
"297",16313,24.4569444444444,2,274.15
"298",13881,24.4652777777778,22,16989.52
"299",16528,24.46875,1,244.41
"300",17290,24.4736111111111,2,525.24
"301",13199,24.4791666666667,39,9803.96
"302",17481,24.4805555555556,5,1249.34
"303",14071,24.48125,9,1307.41
"304",13755,24.4819444444444,10,2154.68
"305",14110,24.4819444444444,13,5669.65
"306",16353,24.4840277777778,23,6675.71
"307",16979,24.4854166666667,8,1809.05
"308",15907,24.4854166666667,3,967.45
"309",12971,24.4861111111111,89,10930.26
"310",14121,24.4868055555556,6,2740.3
"311",16620,24.4868055555556,2,178.96
"312",14113,24.4875,8,1377.92
"313",17346,24.4875,16,2611.58
"314",17250,24.4895833333333,2,384.52
"315",17744,24.4923611111111,7,2291.08
"316",14735,24.49375,34,5807.69
"317",15061,24.4958333333333,55,54228.74
"318",18283,24.4986111111111,16,2094.88
"319",17914,24.5013888888889,1,336.43
"320",16790,24.5048611111111,8,1520.12
"321",18005,24.50625,2,249.72
"322",16764,24.5131944444444,18,2758.25
"323",12753,24.5138888888889,11,21024.01
"324",14418,24.5145833333333,3,1937.25
"325",14825,24.5152777777778,12,2226.91
"326",17884,24.51875,4,717.45
"327",15318,24.5208333333333,1,312.62
"328",15157,24.5222222222222,5,1869.5
"329",16133,24.525,46,14305.66
"330",16949,24.5368055555556,7,1161.27
"331",14547,24.5375,9,3986.74
"332",13994,24.5381944444444,6,2313.14
"333",14562,24.5381944444444,22,4709.22
"334",15992,24.5416666666667,1,41.99
"335",16015,24.5430555555556,4,690.54
"336",13255,24.5444444444444,3,390.66
"337",14869,24.5451388888889,3,721.95
"338",13914,24.5458333333333,3,613.95
"339",14655,24.5472222222222,5,1930.15
"340",16013,24.5583333333333,54,33366.25
"341",14543,24.5611111111111,21,2916.17
"342",17593,24.5625,6,3911.56
"343",12877,24.5625,12,1535.77
"344",13709,24.5638888888889,17,6249.11
"345",12723,24.5701388888889,5,725.07
"346",14737,24.5722222222222,3,1164.55
"347",12682,24.5833333333333,31,12288.22
"348",12749,24.5861111111111,8,3868.2
"349",12478,24.5861111111111,1,680.99
"350",12921,24.5861111111111,50,16389.74
"351",18167,24.5909722222222,6,1355.51
"352",17611,24.5930555555556,19,3947.87
"353",12584,24.6006944444444,18,1893.95
"354",13694,24.6027777777778,60,62653.1
"355",17659,24.6048611111111,14,2954.75
"356",12479,24.6076388888889,3,477.3
"357",17666,24.6208333333333,2,728.16
"358",14140,24.6215277777778,3,920.05
"359",12716,24.6284722222222,2,1053.49
"360",17728,24.6305555555556,5,2515.68
"361",12766,24.6347222222222,7,6989.63
"362",16929,24.6409722222222,7,1295.39
"363",17383,25.2666666666667,1,199.29
"364",15145,25.2770833333333,4,1194.73
"365",14096,25.2798611111111,34,57120.91
"366",15932,25.2826388888889,11,2461.85
"367",15856,25.2854166666667,31,16173.67
"368",13985,25.2875,16,7024.53
"369",15274,25.29375,2,716.57
"370",14629,25.2951388888889,3,939.21
"371",13079,25.2965277777778,5,220.1
"372",14608,25.2972222222222,4,1785.15
"373",12367,25.3,1,168.9
"374",13021,25.3076388888889,12,2584.4
"375",18030,25.3076388888889,3,220.7
"376",16057,25.3083333333333,10,2140.22
"377",14198,25.3097222222222,7,663.5
"378",14546,25.3104166666667,9,2487.02
"379",12957,25.3111111111111,12,3979.04
"380",12683,25.3118055555556,20,8221.09
"381",17404,25.3152777777778,18,30300.82
"382",14793,25.3159722222222,2,214.14
"383",14219,25.3173611111111,1,89.94
"384",17426,25.325,7,5022.26
"385",13230,25.33125,15,2763.41
"386",16600,25.3333333333333,6,813.52
"387",15690,25.3340277777778,2,239.76
"388",13173,25.3395833333333,2,353.65
"389",13790,25.3416666666667,1,348.8
"390",16597,25.3444444444444,1,90.04
"391",12994,25.3451388888889,5,902.22
"392",16379,25.3486111111111,5,2131.9
"393",15550,25.3486111111111,4,575.63
"394",17676,25.3638888888889,7,1383.27
"395",13305,25.3645833333333,10,2000.86
"396",16968,25.3736111111111,2,439.43
"397",13083,25.3743055555556,2,303.75
"398",13001,25.38125,15,9797.92
"399",18015,25.3826388888889,1,120.03
"400",18198,25.3826388888889,21,5083.06
"401",16200,25.3888888888889,2,1080.62
"402",17817,25.3895833333333,3,387.68
"403",15640,25.3923611111111,17,12433.34
"404",17920,25.3965277777778,17,4204.1
"405",18044,25.3986111111111,11,2085.65
"406",15031,25.4034722222222,4,668.14
"407",16684,25.4125,31,65892.08
"408",15097,25.4145833333333,1,248.08
"409",15621,25.4159722222222,6,1158.77
"410",17218,25.4222222222222,10,1960.72
"411",16592,25.4243055555556,19,4073.28
"412",17811,25.4263888888889,51,7677.71
"413",17090,25.4277777777778,8,2041.85
"414",14696,25.4284722222222,9,2070.97
"415",15854,25.43125,12,2974.65
"416",17706,25.4347222222222,22,10097.37
"417",16851,25.4361111111111,3,342.45
"418",14401,25.4375,14,4039.98
"419",14777,25.4444444444444,2,-17.45
"420",12628,25.4479166666667,4,769.61
"421",14083,25.4486111111111,9,1018.43
"422",16904,25.4513888888889,16,3754.27
"423",13311,25.4618055555556,2,598.57
"424",16910,25.4645833333333,8,1510.06
"425",17254,25.4680555555556,2,272.44
"426",12381,25.4694444444444,6,1803.96
"427",15033,25.4722222222222,11,2571.02
"428",16746,25.4770833333333,19,6694.31
"429",14649,25.4791666666667,4,1417.29
"430",14060,25.4798611111111,20,6135.38
"431",17579,25.4805555555556,4,440.2
"432",16360,25.4888888888889,8,3411.69
"433",16682,25.4909722222222,5,1028
"434",12913,25.4923611111111,5,2483.63
"435",17006,25.49375,4,781.78
"436",15053,25.4944444444444,3,697.79
"437",16873,25.4965277777778,10,7066.31
"438",16500,25.4972222222222,6,400.86
"439",14759,25.4979166666667,3,1625.97
"440",15290,25.5145833333333,21,7803.77
"441",16811,25.5145833333333,2,547.07
"442",16642,25.5201388888889,3,679.83
"443",16149,25.5215277777778,2,280.52
"444",12841,25.5326388888889,26,3876.4
"445",12925,25.5340277777778,2,694.05
"446",15392,25.5409722222222,5,1515.73
"447",14194,25.5569444444444,32,11216.75
"448",15628,25.5666666666667,10,2865.64
"449",14931,25.5701388888889,6,964.68
"450",16513,25.5708333333333,4,874.59
"451",17402,25.5729166666667,13,2633.85
"452",12646,25.5736111111111,2,1346.97
"453",15572,25.5770833333333,7,2552.86
"454",13126,25.5833333333333,10,2056.29
"455",12782,25.6138888888889,6,2273.32
"456",15358,25.6222222222222,29,8234.8
"457",13417,25.6326388888889,2,640.83
"458",18180,25.6395833333333,6,1843.75
"459",14075,25.6402777777778,3,942.26
"460",12490,26.3284722222222,10,5417.93
"461",12724,26.3319444444444,4,1031.41
"462",16988,26.3319444444444,1,126.12
"463",14102,26.3486111111111,8,1314.73
"464",14658,26.3506944444444,2,247.15
"465",13736,26.3618055555556,3,724
"466",16535,26.3625,1,593.75
"467",13630,26.3638888888889,11,1995.68
"468",13704,26.3659722222222,10,2295.31
"469",17827,26.375,5,1995.46
"470",13435,26.3756944444444,9,3794.49
"471",17173,26.3888888888889,9,3755.65
"472",17954,26.40625,16,2295.37
"473",17750,26.4104166666667,9,1797.57
"474",16905,26.4159722222222,8,3085.48
"475",14456,26.4173611111111,14,3047.63
"476",12673,26.4201388888889,2,610.52
"477",12560,26.4208333333333,4,2101.39
"478",12719,26.4270833333333,3,608.1
"479",15867,26.4326388888889,16,3797.79
"480",13319,26.4347222222222,36,10664.34
"481",17936,26.4361111111111,1,389.84
"482",13956,26.4444444444444,5,1026.42
"483",16931,26.4479166666667,21,4604.22
"484",17131,26.4638888888889,5,2463.17
"485",15773,26.4666666666667,1,635.68
"486",16033,26.4694444444444,27,8727.61
"487",14583,26.4777777777778,5,1052.55
"488",13808,26.4875,5,1747.66
"489",17114,26.4881944444444,10,747.22
"490",12827,26.4881944444444,3,430.15
"491",13153,26.4902777777778,1,486.22
"492",13822,26.4909722222222,2,632
"493",16283,26.4944444444444,7,1531.51
"494",14720,26.4986111111111,3,663.81
"495",13596,26.4993055555556,2,697.04
"496",17858,26.5027777777778,12,5155.66
"497",16561,26.5069444444444,2,511.12
"498",17618,26.5069444444444,3,971.58
"499",14354,26.5194444444444,2,163.62
"500",13558,26.525,4,605.06
"501",13838,26.5416666666667,4,691.73
"502",17629,26.5444444444444,9,1784.12
"503",16438,26.5479166666667,5,798.35
"504",12952,26.5590277777778,5,1382.84
"505",18065,26.5625,15,2380.08
"506",16326,26.5756944444444,15,3085.96
"507",14031,28.2826388888889,23,14634.64
"508",17584,28.2833333333333,3,1227.3
"509",14788,28.2875,2,679.44
"510",16359,28.2888888888889,12,1460.37
"511",18174,28.2944444444444,1,104
"512",16989,28.30625,6,1133.25
"513",13309,28.3097222222222,5,1456.79
"514",13868,28.3111111111111,2,3192.54
"515",13884,28.3125,6,781.3
"516",14865,28.3159722222222,2,52.2
"517",14493,28.3236111111111,7,2362.84
"518",13953,28.3305555555556,7,3515.68
"519",12962,28.3368055555556,2,266.39
"520",13017,28.3381944444444,1,204
"521",17567,28.3416666666667,10,4012.56
"522",15078,28.3465277777778,38,9623.35
"523",17686,28.3479166666667,7,5739.46
"524",13458,28.3548611111111,22,9537.92
"525",14560,28.3597222222222,24,2174.18
"526",13969,28.3673611111111,20,8986.69
"527",12668,28.3680555555556,6,3743.18
"528",18245,28.3833333333333,8,2507.56
"529",15570,28.3840277777778,13,4109.97
"530",12970,28.3958333333333,4,452.24
"531",14250,28.3958333333333,3,1904.05
"532",18055,28.3993055555556,11,6752.14
"533",16103,28.4055555555556,6,1429.64
"534",15271,28.4090277777778,16,2485.82
"535",14023,28.4180555555556,2,584.07
"536",17086,28.4208333333333,6,2050.08
"537",15769,28.4222222222222,29,51823.72
"538",13780,28.4243055555556,2,360.01
"539",15539,28.4333333333333,1,538.46
"540",17221,28.4340277777778,2,335.13
"541",14594,28.4388888888889,2,379.83
"542",12695,28.4430555555556,4,582.1
"543",14428,28.4465277777778,7,1230.14
"544",12704,28.4479166666667,10,2220.84
"545",15123,28.45,2,2199.31
"546",13560,28.4506944444444,1,174.37
"547",16474,28.4569444444444,11,1811.47
"548",15547,28.4638888888889,14,4954.84
"549",12587,28.4673611111111,1,144
"550",18144,28.4680555555556,12,2888.75
"551",12536,28.4701388888889,5,4106.82
"552",16759,28.4708333333333,4,772.84
"553",16038,28.4722222222222,4,454.33
"554",13705,28.4777777777778,3,711.86
"555",14688,28.4819444444444,27,5107.38
"556",16333,28.4868055555556,22,26626.8
"557",14092,28.4909722222222,17,4063.1
"558",17495,28.4944444444444,2,497.56
"559",16899,28.4979166666667,6,1281.56
"560",16440,28.4986111111111,5,3640.67
"561",13352,28.5013888888889,2,389.28
"562",14292,28.5069444444444,14,4819.33
"563",14126,28.5104166666667,4,643.63
"564",18282,28.5118055555556,3,176.6
"565",12465,28.5180555555556,3,733.89
"566",17386,28.5222222222222,6,2686.42
"567",13495,28.5270833333333,6,1990.12
"568",12359,28.5270833333333,6,6245.53
"569",18097,28.5305555555556,7,2692.85
"570",12856,28.5472222222222,8,2162.68
"571",12700,28.5493055555556,6,4867.99
"572",17942,28.5520833333333,1,77.5
"573",14897,28.5611111111111,4,1366.38
"574",13183,28.5625,9,3957.78
"575",12762,28.5673611111111,2,1898.52
"576",12364,28.5680555555556,4,1313.1
"577",17183,28.5784722222222,8,3286.91
"578",12684,28.5881944444444,7,2283.63
"579",13297,28.6027777777778,4,2089.85
"580",14895,28.6090277777778,24,11020.26
"581",17157,28.6180555555556,3,306.55
"582",17566,29.1708333333333,2,901.21
"583",15531,29.2201388888889,2,2007.44
"584",17576,29.2416666666667,22,3457.78
"585",12562,29.2777777777778,7,3781.74
"586",12664,29.2868055555556,10,4863.88
"587",12553,29.3069444444444,14,3652.25
"588",16011,29.3118055555556,16,3362.71
"589",14766,29.3298611111111,8,2423.07
"590",14299,29.3298611111111,18,2855.35
"591",17350,29.3423611111111,5,1256.19
"592",14440,29.3458333333333,5,2357.68
"593",15948,29.3527777777778,2,955.24
"594",16169,29.3555555555556,4,1822.97
"595",15144,29.3666666666667,18,6530.04
"596",16789,29.3666666666667,1,80.8
"597",16242,29.3666666666667,8,3598.26
"598",16119,29.3673611111111,2,423.36
"599",13171,29.3708333333333,5,426.81
"600",15373,29.3715277777778,13,2213.11
"601",15904,29.3819444444444,1,164.68
"602",17293,29.3909722222222,9,1875.11
"603",14732,29.3930555555556,10,2686.34
"604",17115,29.3958333333333,5,806.9
"605",14262,29.4048611111111,8,2618.23
"606",15602,29.4069444444444,15,1083.63
"607",17014,29.4104166666667,4,565.58
"608",15028,29.4125,4,627.13
"609",16813,29.4145833333333,10,1692.98
"610",16240,29.4152777777778,5,3693.81
"611",15060,29.4256944444444,4,303.09
"612",12919,29.4256944444444,8,1301.44
"613",15500,29.4256944444444,4,1131.56
"614",17321,29.4298611111111,2,700.86
"615",16966,29.4305555555556,10,2148.47
"616",15434,29.4354166666667,6,997.48
"617",14309,29.4354166666667,10,2319.68
"618",18077,29.4361111111111,11,2633.01
"619",17450,29.4381944444444,55,187482.17
"620",15862,29.4388888888889,4,832.88
"621",14287,29.4409722222222,4,151.23
"622",17768,29.4430555555556,3,2273.18
"623",14367,29.4451388888889,19,9167.82
"624",18122,29.4527777777778,6,1826.21
"625",12963,29.4618055555556,9,1841.03
"626",14960,29.4625,2,221.27
"627",16156,29.4708333333333,13,3024.62
"628",13090,29.4729166666667,18,8689.39
"629",14659,29.4881944444444,12,2456.53
"630",12951,29.4902777777778,8,1042.07
"631",15380,29.4909722222222,6,1682.36
"632",14178,29.4993055555556,7,1620.93
"633",17381,29.5006944444444,30,20272.43
"634",15021,29.5048611111111,13,1872.28
"635",15172,29.50625,5,1624.05
"636",17937,29.5104166666667,7,4301.22
"637",14289,29.5111111111111,6,911.26
"638",14047,29.5118055555556,7,1290.01
"639",16376,29.5152777777778,3,977.52
"640",14804,29.5277777777778,1,353.27
"641",13159,29.5277777777778,5,1379.75
"642",15745,29.5291666666667,6,1071.24
"643",14388,29.5326388888889,10,3172.04
"644",14243,29.5333333333333,14,2535.88
"645",16701,29.5347222222222,18,5150.27
"646",16700,29.5416666666667,17,5040
"647",15993,29.5520833333333,10,2756.82
"648",13040,29.5569444444444,2,676.99
"649",16145,29.5604166666667,18,3741.98
"650",16496,29.5618055555556,4,1562.22
"651",16938,29.5694444444444,5,1903.13
"652",14146,29.5708333333333,6,2949.57
"653",15101,29.5708333333333,3,310.03
"654",13509,29.5763888888889,7,979.72
"655",12901,29.5784722222222,36,16293.1
"656",14188,29.5930555555556,10,2018.91
"657",14853,29.5944444444444,3,463.05
"658",14860,29.5944444444444,2,168.62
"659",14950,29.5958333333333,2,361.25
"660",13115,29.5979166666667,14,2205.63
"661",15563,29.6,7,1319.69
"662",17828,29.6013888888889,9,1599.97
"663",12572,29.6111111111111,3,1004.72
"664",14389,29.6118055555556,5,999.72
"665",15544,29.6138888888889,11,3542.51
"666",16293,29.6159722222222,12,2236.74
"667",13854,29.6208333333333,29,8025.02
"668",17071,29.6208333333333,14,2385.48
"669",16839,29.6229166666667,39,15357.78
"670",17540,29.625,3,570.4
"671",13410,29.6263888888889,7,988.91
"672",16570,29.6277777777778,15,3622.95
"673",14626,29.6284722222222,7,2757.07
"674",17044,29.6291666666667,3,897.43
"675",14525,29.6298611111111,13,4221.37
"676",17063,29.6347222222222,11,1421.59
"677",18130,29.6381944444444,4,1045.74
"678",13365,29.6395833333333,3,2191.22
"679",15687,29.64375,11,2981.5
"680",17636,29.6465277777778,2,265.93
"681",14329,29.6479166666667,14,4928.74
"682",13971,29.6479166666667,11,2702.22
"683",13310,29.6506944444444,6,1083.63
"684",13644,29.6541666666667,5,2597.52
"685",15197,29.6569444444444,5,656.44
